Data,First,Min,Max,Last
"20.11.2013 7:00:00",32.68,32.6798,32.8911,32.857
"21.11.2013 7:00:00",32.925,32.9183,33.0745,33.0327
"22.11.2013 7:00:00",32.9598,32.7347,32.9738,32.8015
"23.11.2013 7:00:00",32.757,32.7361,33.039,32.9898
"24.11.2013 7:00:00",32.757,32.7361,33.039,32.9898
"25.11.2013 7:00:00",32.757,32.7361,33.039,32.9898
"26.11.2013 7:00:00",32.9485,32.902,33.0266,33.0256
"27.11.2013 7:00:00",32.9037,32.9037,33.1445,33.142
"28.11.2013 7:00:00",33.117,33.1095,33.1885,33.1441
"29.11.2013 7:00:00",33.115,33.115,33.2379,33.1725
"30.11.2013 7:00:00",33.0985,33.0955,33.2295,33.1867
"01.12.2013 7:00:00",33.0985,33.0955,33.2295,33.1867
"02.12.2013 7:00:00",33.0985,33.0955,33.2295,33.1867
"03.12.2013 7:00:00",33.2145,33.2145,33.286,33.233
"04.12.2013 7:00:00",33.2163,33.1172,33.274,33.224
"05.12.2013 7:00:00",33.138,32.9955,33.169,33.0275
"06.12.2013 7:00:00",32.995,32.732,33.0785,32.745
"07.12.2013 7:00:00",32.7253,32.663,32.8218,32.7165
"08.12.2013 7:00:00",32.7253,32.663,32.8218,32.7165
"09.12.2013 7:00:00",32.7253,32.663,32.8218,32.7165
"10.12.2013 7:00:00",32.69,32.6485,32.829,32.6665
"11.12.2013 7:00:00",32.6875,32.6875,32.7905,32.735
"12.12.2013 7:00:00",32.7775,32.7094,32.806,32.7645
"13.12.2013 7:00:00",32.8195,32.819,32.8955,32.8895
"14.12.2013 7:00:00",32.831,32.831,32.9235,32.9196
"15.12.2013 7:00:00",32.831,32.831,32.9235,32.9196
"16.12.2013 7:00:00",32.831,32.831,32.9235,32.9196
"17.12.2013 7:00:00",32.8725,32.832,32.9691,32.9689
"18.12.2013 7:00:00",32.944,32.8751,32.9788,32.8844
"19.12.2013 7:00:00",32.943,32.8854,32.9998,32.9908
"20.12.2013 7:00:00",32.9883,32.9576,33.0375,32.9893
"21.12.2013 7:00:00",32.9738,32.66,33.0044,32.6745
"22.12.2013 7:00:00",32.9738,32.66,33.0044,32.6745
"23.12.2013 7:00:00",32.9738,32.66,33.0044,32.6745
"24.12.2013 7:00:00",32.6425,32.5381,32.6875,32.637
"25.12.2013 7:00:00",32.6275,32.61,32.7562,32.65
"26.12.2013 7:00:00",32.65,32.6308,32.6828,32.6546
"27.12.2013 7:00:00",32.6095,32.4785,32.6725,32.5743
"28.12.2013 7:00:00",32.6455,32.6455,32.7665,32.7287
"29.12.2013 7:00:00",32.6455,32.6455,32.7665,32.7287
"30.12.2013 7:00:00",32.6455,32.6455,32.7665,32.7287
"31.12.2013 7:00:00",32.6455,32.6455,32.7665,32.7287
"01.01.2014 7:00:00",32.6455,32.6455,32.7665,32.7287
"02.01.2014 7:00:00",32.6455,32.6455,32.7665,32.7287
"03.01.2014 7:00:00",32.6455,32.6455,32.7665,32.7287
"04.01.2014 7:00:00",32.6455,32.6455,32.7665,32.7287
"05.01.2014 7:00:00",32.6455,32.6455,32.7665,32.7287
"06.01.2014 7:00:00",32.6455,32.6455,32.7665,32.7287
"07.01.2014 7:00:00",33.15,33.05,33.1675,33.14
"08.01.2014 7:00:00",33.15,33.05,33.1675,33.14
"09.01.2014 7:00:00",33.1425,33.0599,33.255,33.2035
"10.01.2014 7:00:00",33.2033,33.0773,33.3009,33.0863
"11.01.2014 7:00:00",33.059,33.0343,33.2485,33.247
"12.01.2014 7:00:00",33.059,33.0343,33.2485,33.247
"13.01.2014 7:00:00",33.059,33.0343,33.2485,33.247
"14.01.2014 7:00:00",33.2533,33.2095,33.3835,33.3505
"15.01.2014 7:00:00",33.344,33.3305,33.4633,33.4129
"16.01.2014 7:00:00",33.3893,33.3465,33.449,33.3728
"17.01.2014 7:00:00",33.409,33.394,33.604,33.5455
"18.01.2014 7:00:00",33.5756,33.5756,33.8015,33.7798
"19.01.2014 7:00:00",33.5756,33.5756,33.8015,33.7798
"20.01.2014 7:00:00",33.5756,33.5756,33.8015,33.7798
"21.01.2014 7:00:00",33.7805,33.7604,33.998,33.9465
"22.01.2014 7:00:00",33.9333,33.8252,33.95,33.9135
"23.01.2014 7:00:00",33.9778,33.9778,34.1483,34.1265
"24.01.2014 7:00:00",34.1233,34.1156,34.579,34.5548
"25.01.2014 7:00:00",34.5993,34.4231,34.8605,34.6068
"26.01.2014 7:00:00",34.5993,34.4231,34.8605,34.6068
"27.01.2014 7:00:00",34.5993,34.4231,34.8605,34.6068
"28.01.2014 7:00:00",34.6615,34.448,34.753,34.7445
"29.01.2014 7:00:00",34.5047,34.4463,35.2657,35.2046
"30.01.2014 7:00:00",35.2318,34.809,35.4437,34.875
"31.01.2014 7:00:00",34.954,34.93,35.3613,35.2498
"01.02.2014 7:00:00",35.1757,35.0947,35.2882,35.2015
"02.02.2014 7:00:00",35.1757,35.0947,35.2882,35.2015
"03.02.2014 7:00:00",35.1757,35.0947,35.2882,35.2015
"04.02.2014 7:00:00",35.4795,35.0345,35.5424,35.1535
"05.02.2014 7:00:00",35.032,34.6547,35.0935,34.8785
"06.02.2014 7:00:00",34.8695,34.6719,34.878,34.6945
"07.02.2014 7:00:00",34.6689,34.5461,34.7675,34.7035
"08.02.2014 7:00:00",34.6915,34.6838,34.8485,34.8074
"09.02.2014 7:00:00",34.6915,34.6838,34.8485,34.8074
"10.02.2014 7:00:00",34.6915,34.6838,34.8485,34.8074
"11.02.2014 7:00:00",34.7421,34.6873,34.8885,34.8218
"12.02.2014 7:00:00",34.7648,34.7207,34.8435,34.777
"13.02.2014 7:00:00",34.8001,34.8001,35.2685,35.2233
"14.02.2014 7:00:00",35.2025,34.9678,35.3773,35.137
"15.02.2014 7:00:00",35.1222,35.0134,35.2948,35.2293
"16.02.2014 7:00:00",35.1222,35.0134,35.2948,35.2293
"17.02.2014 7:00:00",35.1222,35.0134,35.2948,35.2293
"18.02.2014 7:00:00",35.234,35.1744,35.38,35.3056
"19.02.2014 7:00:00",35.534,35.5123,35.8701,35.8195
"20.02.2014 7:00:00",35.8503,35.6543,35.9043,35.796
"21.02.2014 7:00:00",35.7233,35.5078,35.8888,35.5114
"22.02.2014 7:00:00",35.5116,35.3727,35.6298,35.5371
