Data,First,Min,Max,Last
"08.10.2020 7:00:00",77.7775,77.7775,78.0575,77.945
"08.10.2020 8:00:00",77.9375,77.885,78.11,78.015
"08.10.2020 9:00:00",78.02,77.8625,78.0525,77.95
"08.10.2020 10:00:00",77.95,77.5375,77.9525,77.6375
"08.10.2020 11:00:00",77.6375,77.4475,77.66,77.495
"08.10.2020 12:00:00",77.4875,77.325,77.5025,77.485
"08.10.2020 13:00:00",77.4825,77.445,77.6875,77.4675
"08.10.2020 14:00:00",77.4625,77.415,77.5925,77.5
"08.10.2020 15:00:00",77.5025,77.36,77.585,77.465
"08.10.2020 16:00:00",77.465,77.32,77.495,77.36
"08.10.2020 17:00:00",77.355,77.2925,77.4125,77.34
"08.10.2020 18:00:00",77.3375,77.3225,77.4025,77.39
"08.10.2020 19:00:00",77.39,77.2925,77.3925,77.3325
"08.10.2020 20:00:00",77.345,77.3325,77.395,77.3575
