Data,First,Min,Max,Last
"03.01.2018 7:00:00",69.2849,68.6488,70.0439,68.6786
"04.01.2018 7:00:00",68.6892,68.5144,69.035,68.7373
"05.01.2018 7:00:00",68.7328,68.4806,68.9354,68.4861
"09.01.2018 7:00:00",68.3627,67.775,68.4122,67.8989
"10.01.2018 7:00:00",67.9226,67.7344,68.4905,68.1615
"11.01.2018 7:00:00",68.1587,67.8514,68.5069,67.9268
"12.01.2018 7:00:00",67.9259,67.9106,69.1822,69.0441
"15.01.2018 7:00:00",69.0488,68.6683,69.4705,69.1351
"16.01.2018 7:00:00",69.1129,68.86,69.3913,69.3045
"17.01.2018 7:00:00",69.3222,69.0515,69.6265,69.2675
"18.01.2018 7:00:00",69.2744,69.0177,69.4064,69.1717
"19.01.2018 7:00:00",69.168,69.141,69.5512,69.2942
"22.01.2018 7:00:00",69.4851,69.0966,69.6143,69.2595
"23.01.2018 7:00:00",69.2611,68.9644,69.4312,69.3284
"24.01.2018 7:00:00",69.3234,69.2904,69.866,69.6615
"25.01.2018 7:00:00",69.6802,69.1035,69.8916,69.2792
"26.01.2018 7:00:00",69.2902,69.1408,69.9528,69.8889
"29.01.2018 7:00:00",69.8598,69.5483,70.0097,69.7223
"30.01.2018 7:00:00",69.7252,69.3725,70.0587,69.9155
"31.01.2018 7:00:00",69.9138,69.7091,70.2395,69.7507
"01.02.2018 7:00:00",69.7784,69.5983,70.2699,69.9847
"02.02.2018 7:00:00",70.0252,69.9388,70.4769,70.3635
"05.02.2018 7:00:00",70.4204,69.6038,71.0719,70.81
"06.02.2018 7:00:00",70.8112,70.3176,71.1737,70.3744
"07.02.2018 7:00:00",70.3731,70.2073,71.1142,71.0047
"08.02.2018 7:00:00",71.0024,70.6057,71.584,71.5291
"09.02.2018 7:00:00",71.531,71.0203,71.8488,71.5157
"12.02.2018 7:00:00",71.5316,70.8198,71.8834,71.0259
"13.02.2018 7:00:00",71.0152,70.8673,71.5853,71.176
"14.02.2018 7:00:00",71.1811,70.519,71.5046,70.6273
"15.02.2018 7:00:00",70.6212,70.4478,70.9505,70.5324
"16.02.2018 7:00:00",70.5222,69.9189,70.748,70.0264
"19.02.2018 7:00:00",69.9751,69.8025,70.1975,70.0697
"20.02.2018 7:00:00",70.0529,69.5821,70.0742,69.7576
"21.02.2018 7:00:00",69.7645,69.6285,69.8893,69.7027
"22.02.2018 7:00:00",69.6965,69.5493,69.9127,69.6482
"26.02.2018 7:00:00",69.2775,68.5475,69.65,68.5587
"27.02.2018 7:00:00",68.5535,68.4867,68.9502,68.8623
"28.02.2018 7:00:00",68.8591,68.5026,68.9704,68.7082
"01.03.2018 7:00:00",68.7097,68.651,69.8,69.6937
"02.03.2018 7:00:00",69.6822,69.3795,70.5999,69.9492
"05.03.2018 7:00:00",69.9549,69.5632,70.6501,69.5829
"06.03.2018 7:00:00",69.571,69.5643,70.4215,70.2914
"07.03.2018 7:00:00",70.69,70.2766,70.9135,70.7
"09.03.2018 7:00:00",70.31,69.6877,70.3394,70.055
"12.03.2018 7:00:00",69.9025,69.4724,70.2329,69.94
"13.03.2018 7:00:00",69.945,69.945,70.7828,70.16
"14.03.2018 7:00:00",70.16,70.16,70.8247,70.37
"15.03.2018 7:00:00",70.37,70.3535,70.9118,70.5475
"16.03.2018 7:00:00",70.55,70.55,71.0135,71.01
"19.03.2018 7:00:00",70.6475,70.4159,71.5607,71.1475
"20.03.2018 7:00:00",71.17,70.41,71.3962,71.01
"21.03.2018 7:00:00",71.0025,70.1572,71.0025,70.6225
"22.03.2018 7:00:00",70.63,70.0494,70.63,70.2475
"23.03.2018 7:00:00",70.255,70.255,70.8711,70.6825
"26.03.2018 7:00:00",70.49,70.4137,71.5743,70.63
"27.03.2018 7:00:00",70.635,70.635,71.3484,70.9125
"28.03.2018 7:00:00",70.9,70.9,71.4416,71.3675
"29.03.2018 7:00:00",71.3675,70.4216,71.3675,70.88
"30.03.2018 7:00:00",70.88,70.2753,70.88,70.7425
"02.04.2018 7:00:00",70.5,70.2707,71.0115,70.81
"03.04.2018 7:00:00",70.82,70.4813,70.9905,70.895
"04.04.2018 7:00:00",70.89,70.4821,71.2163,71.01
"05.04.2018 7:00:00",71.01,70.4905,71.01,70.6225
"06.04.2018 7:00:00",70.6225,70.4875,71.4583,70.7775
"09.04.2018 7:00:00",71.4075,71.2659,74.713,73.655
"10.04.2018 7:00:00",73.705,73.705,78.7455,77.78
"11.04.2018 7:00:00",77.68,76.8343,80.4965,79.94
"12.04.2018 7:00:00",79.9125,75.6171,79.9125,75.6275
"13.04.2018 7:00:00",75.6,75.4322,76.7574,76.195
"16.04.2018 7:00:00",77.2125,75.5076,77.8958,76.905
"17.04.2018 7:00:00",76.9125,75.4438,76.9125,76.22
"18.04.2018 7:00:00",76.23,75.1755,76.6245,76.24
"19.04.2018 7:00:00",76.25,75.0061,76.25,75.4375
"20.04.2018 7:00:00",75.4525,75.1506,75.8192,75.735
"23.04.2018 7:00:00",75.555,74.8597,76.0741,75.625
"24.04.2018 7:00:00",75.61,74.94,75.61,75.24
"25.04.2018 7:00:00",75.2325,75.1699,76.166,75.58
"26.04.2018 7:00:00",75.58,75.58,76.755,76.5475
"27.04.2018 7:00:00",76.5425,74.715,76.5425,75.355
"28.04.2018 7:00:00",75.375,74.7075,75.645,75.6
"30.04.2018 7:00:00",75.6075,75.1578,76.4231,76.025
"02.05.2018 7:00:00",76.17,75.4485,76.9425,76.4325
"03.05.2018 7:00:00",76.455,75.3162,76.6683,76.03
"04.05.2018 7:00:00",76.0425,74.5403,76.0425,75.5025
"07.05.2018 7:00:00",75.0025,74.3982,75.1735,74.875
"08.05.2018 7:00:00",74.87,74.7946,75.5123,75.09
"10.05.2018 7:00:00",74.5,73.35,74.907,73.7475
"11.05.2018 7:00:00",73.765,73.3837,74.0512,73.59
"14.05.2018 7:00:00",73.985,73.4358,74.1288,73.8175
"15.05.2018 7:00:00",73.81,73.6389,74.3013,73.7675
"16.05.2018 7:00:00",73.77,72.6342,73.9624,73.5825
"17.05.2018 7:00:00",73.5725,72.7953,73.5725,73.045
"18.05.2018 7:00:00",73.035,73.035,73.6733,73.245
"21.05.2018 7:00:00",73.445,72.3799,73.7624,73.265
"22.05.2018 7:00:00",73.235,71.82,73.235,72.415
"23.05.2018 7:00:00",72.42,71.6611,72.42,72.2
