-0,639367171627523
-0,445787429029337
-0,756329842639226
-0,865369833627913
-0,841021084029546
0,903585483114049
1,01485305393131
0,514234659688278
0,545528482456487
1,97838449811749
1,35019578643264
3,32505243403374
3,24075485997713
0,19442249953756
1,58482910831091
0,645505780442407
0,752639095915102
0,803957012320512
1,34107003107067
0,508841922817577
0,468352006310466
1,35881256095296
1,5100438485715
3,09807224353938
3,46779468552809
4,6245551423657
3,38370424218042
-7,35845812528825
-0,0842346123691901
-4,9603727483491
-2,795485064053
-3,29386313516099
-3,46647459570013
0,130766274011435
-2,2641211695246
-1,27716231510525
2,24654575059656
3,83085968932044
4,23907656481757
4,940413764393
1,39471050150652
2,3562867407857
2,61488092478111
2,32408873759673
2,38110860636224
2,39214840342657
2,33862234176689
2,24941420257438
-2,26795639217632
-0,761176403690765
2,38072068808365
2,38027263442618
1,83433968239578
2,15794038290516
0,421331657074572
-1,57968635130434
1,39369041929207
0,144873607841748
0,0401717540146546
0,373677860873625
0,00929970890863099
0,497022651379546
0,039130999827857
-0,6250601073194
1,83648820087162
3,18667820550414
3,62727051785609
4,0164226638275
-0,264770113485606
1,76170104235228
1,24703588831835
-0,596027330024414
-0,14720969249848
-0,496468930059049
-0,302141021913543
-0,998077050825221
3,09904156132074
-1,9228414014092
0,941949970775711
-0,971634372038618
-0,821952167136016
-0,874792525222558
0,231542858665142
-0,290703477189168
-0,386708865430098
-1,0565531908788
0,0626011696729987
-0,230068757946969
-0,264120559745419
-0,360766040511534
-0,800170547782124
-0,11070434565843
0,0177205361855056
-1,14484164439413
-0,973436057829686
-1,08465056580513
-1,06207898854403
-1,46813067756702
-0,126359061203505
0,620890268621063
0,615244282140808
0,585805345621823
0,547804577343686
-0,546899381503526
-0,0706986873011422
-1,06027211439956
0,193175167596935
1,57322969909884
1,62246546200491
1,75535652660049
1,70687446267513
-0,210519869104898
-0,0915072034653237
1,23524022987738
0,0571066667249372
-0,0752713639287393
-0,0735618743041523
-0,635085385295373
-1,41714072850784
0,976293101457468
-0,700527363452835
-0,484199928298943
-0,647331695048343
-0,662644671118681
-1,02270491901333
-0,220649112092945
0,833067567508411
0,726430283366409
-0,644220208435377
-0,798483645042917
-0,855130127215473
0,20919311944288
-0,611729716963551
-0,527043915224922
0,478893439905756
-1,14365499802634
-1,3477483765578
-1,3219601705651
-0,528430216989894
-1,0114839414828
-0,945192435753408
2,18879530412783
-0,160279971539095
-1,02881416761711
-1,14036195596639
-1,10646860918785
-0,645119767898588
0,165595468638498
1,9875266702618
1,53110222277494
1,85574895192204
1,93187209707207
0,170612771207228
-1,3043851240286
-1,21170008650077
0,282401044035285
1,34681887193121
1,21545167599631
1,17997839942284
-0,892028563011781
-0,851134990471146
0,741039749247178
-1,38950858041545
-1,45814919578379
-1,56056265021668
-1,55379911376663
-1,60075057456843
0,869857627880572
-0,298681928634928
0,584208481933866
-1,16156682497908
-1,34048154470983
-1,36367034761127
-1,36631927641008
-0,577064634695583
-0,750595893193815
-0,491453821855839
-0,454871727385049
-0,512197891109924
-0,498976478580046
0,0621030279014013
0,0633496973330628
-0,220733040128446
0,0661004487213117
-0,0513798007466582
-0,0542937510085895
-0,0537032656555517
0,677284823765396
1,33085165657675
0,904395763182807
-0,301953058020301
1,15591972685033
0,890186676798629
0,911900383919058
-0,672798645882901
1,88921401868687
1,3870032285447
-0,0563885636968404
-0,14511749156923
-0,252475873472474
-0,313717172046427
-0,194228546602042
-0,871340569171278
0,669727185236847
-0,713368131782486
-0,677828503642828
-0,793460617798648
-0,766833812385157
-0,717012267819552
-0,178523873066464
-0,408392067265534
0,5970199459804
-0,253292800406197
-0,347443419644648
-0,367711376035312
-0,20653745800297
0,58675549714548
0,307185399460166
-0,0672530045596915
1,15416560647927
1,18299705323641
1,21919755697318
-0,35481896280743
0,218258675113007
-0,314512579293284
0,546561787654412
1,02627566819782
0,97786355786295
1,10987293240198
-0,509001988249985
0,405068186928175
0,111648413320968
-0,246525450587084
0,534879511781234
0,368969493830908
0,259225123529301
-0,662715827520839
0,581158215396799
-0,0999098602298234
0,0447151749908419
0,0391274524934768
0,0127784614077316
0,0122449792371869
-0,0995123544223643
0,643148748763085
0,480677526165605
0,396384046227089
1,57168881007238
1,34292309846628
1,53925416365972
0,255051605436843
-0,885553659000345
0,903763039464696
2,39585812023445
3,14025439710088
3,65596156401908
3,4732395416826
0,694843498735729
0,673570972018518
1,13834222189923
-0,336233874261047
-0,696900599545725
-0,738348937285798
-0,856199011012812
1,54932306026379
-0,732988679113989
0,638933034286526
0,397857275755212
0,412469240051533
0,351680899130241
0,63180959949242
0,122926718615584
0,795589398739656
1,22732096953532
1,29336474722661
1,16696146619817
0,878025636905676
0,941705257928124
-2,05609507138295
0,303521233133618
-1,51655212993247
-0,024689411239379
-1,98955599435257
-1,59107861268573
-1,78835240066858
1,29836029416494
-0,227537750384582
0,325257226224464
1,03722308667474
0,501264366214621
0,543080940898211
0,526220170817862
-0,984445897555237
0,964189324715057
-0,921377828322497
0,105635655793949
-0,469564796051443
-0,515626991102621
-0,508005794357404
-0,844393526909086
-1,15765554514913
0,383021887275033
0,340333690545399
-0,592950375931978
-0,613829140037965
-0,786569732349102
-0,359002782185016
-0,104181580625503
-0,460373273880224
-0,36119884581176
0,533527553493059
0,553973092312465
0,470815238792629
-0,514511850189765
-0,0396157300747753
0,493808522835526
0,0529021287027228
-1,39194469695516
-1,56174768987273
-1,54691795632567
-1,35262635223433
-0,1734604747918
-1,23969698546002
