Data,First,Min,Max,Last
"12.08.2020 7:00:00",73.2,73.105,73.3375,73.1675
"12.08.2020 8:00:00",73.1675,73.1525,73.335,73.2725
"12.08.2020 9:00:00",73.2675,73.055,73.29,73.0675
"12.08.2020 10:00:00",73.0675,73.005,73.1775,73.1375
"12.08.2020 11:00:00",73.1425,73.135,73.3275,73.2325
"12.08.2020 12:00:00",73.2375,73.2025,73.405,73.265
"12.08.2020 13:00:00",73.265,73.2025,73.835,73.7375
"12.08.2020 14:00:00",73.74,73.565,73.77,73.5975
"12.08.2020 15:00:00",73.6025,73.5025,73.6375,73.6225
"12.08.2020 16:00:00",73.625,73.5575,73.68,73.6425
"12.08.2020 17:00:00",73.6575,73.5825,73.6975,73.61
"12.08.2020 18:00:00",73.615,73.56,73.615,73.5825
"12.08.2020 19:00:00",73.575,73.5725,73.6825,73.635
"12.08.2020 20:00:00",73.6425,73.6225,73.74,73.7125
