Data,First,Min,Max,Last
"01.01.2001 7:00:00",28.16,28.16,28.16,28.16
"02.01.2001 7:00:00",28.529,28.529,28.529,28.529
"03.01.2001 7:00:00",28.5249,28.5249,28.5249,28.5249
"04.01.2001 7:00:00",28.16,28.16,28.16,28.16
"05.01.2001 7:00:00",28.48,28.439,28.48,28.439
"08.01.2001 7:00:00",28.416,28.395,28.416,28.395
"09.01.2001 7:00:00",28.43,28.396,28.43,28.396
"10.01.2001 7:00:00",28.39,28.39,28.39,28.39
"11.01.2001 7:00:00",28.38,28.333,28.38,28.333
"12.01.2001 7:00:00",28.39,28.319,28.39,28.319
"15.01.2001 7:00:00",28.324,28.324,28.324,28.324
"16.01.2001 7:00:00",28.326,28.326,28.326,28.326
"17.01.2001 7:00:00",28.37,28.37,28.37,28.37
"18.01.2001 7:00:00",28.38,28.359,28.39,28.359
"19.01.2001 7:00:00",28.36,28.36,28.363,28.363
"22.01.2001 7:00:00",28.34,28.34,28.34,28.34
"23.01.2001 7:00:00",28.4063,28.37,28.4063,28.37
"24.01.2001 7:00:00",28.4005,28.39,28.4005,28.39
"25.01.2001 7:00:00",28.377,28.377,28.377,28.377
"26.01.2001 7:00:00",28.381,28.381,28.381,28.381
"29.01.2001 7:00:00",28.379,28.379,28.379,28.379
"30.01.2001 7:00:00",28.377,28.377,28.38,28.38
"31.01.2001 7:00:00",28.37,28.37,28.37,28.37
"01.02.2001 7:00:00",28.47,28.461,28.47,28.461
"02.02.2001 7:00:00",28.465,28.458,28.465,28.458
"05.02.2001 7:00:00",28.45,28.45,28.459,28.459
"06.02.2001 7:00:00",28.48,28.4775,28.483,28.483
"07.02.2001 7:00:00",28.481,28.481,28.496,28.496
"08.02.2001 7:00:00",28.497,28.497,28.497,28.497
"09.02.2001 7:00:00",28.61,28.61,28.687,28.687
"12.02.2001 7:00:00",28.7,28.687,28.7,28.687
"13.02.2001 7:00:00",28.69,28.69,28.699,28.699
"14.02.2001 7:00:00",28.68,28.68,28.68,28.68
"15.02.2001 7:00:00",28.685,28.685,28.69,28.69
"16.02.2001 7:00:00",28.675,28.675,28.681,28.681
"19.02.2001 7:00:00",28.7,28.7,28.7,28.7
"20.02.2001 7:00:00",28.695,28.66,28.695,28.66
"21.02.2001 7:00:00",28.685,28.685,28.69,28.688
"22.02.2001 7:00:00",28.65,28.63,28.65,28.63
"23.02.2001 7:00:00",28.7,28.7,28.767,28.767
"26.02.2001 7:00:00",28.78,28.75,28.78,28.75
"27.02.2001 7:00:00",28.74,28.74,28.74,28.74
"28.02.2001 7:00:00",28.64,28.64,28.72,28.67
"01.03.2001 7:00:00",28.645,28.645,28.645,28.645
"02.03.2001 7:00:00",28.665,28.665,28.665,28.665
"05.03.2001 7:00:00",28.68,28.675,28.68,28.675
"06.03.2001 7:00:00",28.65,28.65,28.668,28.668
"07.03.2001 7:00:00",28.64,28.64,28.64,28.64
"08.03.2001 7:00:00",28.681,28.681,28.681,28.681
"09.03.2001 7:00:00",28.681,28.67,28.681,28.67
"12.03.2001 7:00:00",28.68,28.68,28.68,28.68
"13.03.2001 7:00:00",28.661,28.661,28.675,28.674
"14.03.2001 7:00:00",28.677,28.677,28.68,28.68
"15.03.2001 7:00:00",28.68,28.673,28.68,28.673
"16.03.2001 7:00:00",28.675,28.674,28.681,28.676
"19.03.2001 7:00:00",28.678,28.644,28.68,28.644
"20.03.2001 7:00:00",28.645,28.645,28.672,28.646
"21.03.2001 7:00:00",28.651,28.651,28.745,28.742
"22.03.2001 7:00:00",28.743,28.699,28.774,28.774
"23.03.2001 7:00:00",28.776,28.735,28.777,28.772
"26.03.2001 7:00:00",28.774,28.755,28.779,28.767
"27.03.2001 7:00:00",28.776,28.755,28.779,28.776
"28.03.2001 7:00:00",28.775,28.775,28.781,28.781
"29.03.2001 7:00:00",28.765,28.765,28.81,28.792
"30.03.2001 7:00:00",28.76,28.76,28.76,28.76
"02.04.2001 7:00:00",28.786,28.772,28.885,28.868
"03.04.2001 7:00:00",28.87,28.87,28.887,28.887
"04.04.2001 7:00:00",28.889,28.88,28.935,28.882
"05.04.2001 7:00:00",28.885,28.88,28.885,28.88
"06.04.2001 7:00:00",28.88,28.852,28.88,28.852
"09.04.2001 7:00:00",28.852,28.813,28.86,28.813
"10.04.2001 7:00:00",28.813,28.813,28.871,28.869
"11.04.2001 7:00:00",28.889,28.79,28.889,28.79
"12.04.2001 7:00:00",28.865,28.781,28.875,28.86
"13.04.2001 7:00:00",28.84,28.84,28.86,28.86
"16.04.2001 7:00:00",28.87,28.82,28.87,28.82
"17.04.2001 7:00:00",28.859,28.85,28.924,28.918
"18.04.2001 7:00:00",28.89,28.86,28.964,28.963
"19.04.2001 7:00:00",28.962,28.903,28.963,28.915
"20.04.2001 7:00:00",28.9,28.89,28.9,28.89
"23.04.2001 7:00:00",28.866,28.837,28.88,28.872
"24.04.2001 7:00:00",28.873,28.84,28.896,28.886
"25.04.2001 7:00:00",28.898,28.85,28.925,28.899
"26.04.2001 7:00:00",28.89,28.89,28.915,28.9
"27.04.2001 7:00:00",28.915,28.86,28.97,28.86
"30.04.2001 7:00:00",28.9475,28.93,28.9475,28.93
"01.05.2001 7:00:00",28.93,28.919,28.93,28.919
"02.05.2001 7:00:00",28.919,28.873,28.919,28.873
"03.05.2001 7:00:00",28.95,28.95,28.965,28.962
"04.05.2001 7:00:00",28.976,28.972,28.992,28.972
"07.05.2001 7:00:00",28.99,28.96,28.992,28.96
"08.05.2001 7:00:00",28.975,28.96,28.98,28.976
"09.05.2001 7:00:00",28.976,28.974,28.98,28.98
"10.05.2001 7:00:00",28.979,28.96,28.983,28.96
"11.05.2001 7:00:00",28.983,28.978,28.983,28.98
"14.05.2001 7:00:00",28.992,28.96,29.043,29.043
"15.05.2001 7:00:00",29.053,28.99,29.053,28.99
"16.05.2001 7:00:00",29.044,29.038,29.071,29.07
"17.05.2001 7:00:00",29.029,29.029,29.113,29.101
"18.05.2001 7:00:00",29.102,29.094,29.113,29.094
"21.05.2001 7:00:00",29.098,29.09,29.117,29.112
"22.05.2001 7:00:00",29.109,29.09,29.115,29.111
"23.05.2001 7:00:00",29.108,29.08,29.115,29.11
"24.05.2001 7:00:00",29.1,29.1,29.106,29.106
"25.05.2001 7:00:00",29.105,29.08,29.123,29.097
"28.05.2001 7:00:00",29.108,29.09,29.108,29.093
"29.05.2001 7:00:00",29.098,29.07,29.117,29.098
"30.05.2001 7:00:00",29.108,29.1,29.159,29.133
"31.05.2001 7:00:00",29.148,29.09,29.18,29.162
"01.06.2001 7:00:00",29.175,29.108,29.178,29.169
"04.06.2001 7:00:00",29.17,29.15,29.17,29.162
"05.06.2001 7:00:00",29.159,29.159,29.192,29.19
"06.06.2001 7:00:00",29.187,29.16,29.193,29.184
"07.06.2001 7:00:00",29.17,29.16,29.183,29.183
"08.06.2001 7:00:00",29.14,29.14,29.166,29.165
"11.06.2001 7:00:00",29.163,29.146,29.163,29.146
"12.06.2001 7:00:00",29.175,29.145,29.175,29.145
"13.06.2001 7:00:00",29.15,29.127,29.15,29.127
"14.06.2001 7:00:00",29.1,29.1,29.127,29.127
"15.06.2001 7:00:00",29.1,29.08,29.117,29.08
"18.06.2001 7:00:00",29.075,29.075,29.126,29.125
"19.06.2001 7:00:00",29.148,29.138,29.152,29.139
"20.06.2001 7:00:00",29.196,29.09,29.196,29.137
"21.06.2001 7:00:00",29.167,29.132,29.168,29.133
"22.06.2001 7:00:00",29.146,29.08,29.146,29.08
"25.06.2001 7:00:00",29.141,29.1,29.155,29.113
"26.06.2001 7:00:00",29.1,29.1,29.129,29.121
"27.06.2001 7:00:00",29.129,29.09,29.141,29.1275
"28.06.2001 7:00:00",29.169,29.12,29.169,29.13
"29.06.2001 7:00:00",29.127,29.11,29.159,29.147
"02.07.2001 7:00:00",29.142,29.142,29.192,29.185
"03.07.2001 7:00:00",29.193,29.193,29.203,29.201
"04.07.2001 7:00:00",29.197,29.196,29.201,29.201
"05.07.2001 7:00:00",29.2,29.178,29.2,29.195
"06.07.2001 7:00:00",29.194,29.17,29.207,29.207
"09.07.2001 7:00:00",29.202,29.136,29.265,29.136
"10.07.2001 7:00:00",29.262,29.251,29.262,29.259
"11.07.2001 7:00:00",29.247,29.205,29.26,29.21
"12.07.2001 7:00:00",29.222,29.2,29.23,29.2
"13.07.2001 7:00:00",29.218,29.209,29.231,29.209
"16.07.2001 7:00:00",29.253,29.2,29.258,29.244
"17.07.2001 7:00:00",29.243,29.243,29.249,29.249
"18.07.2001 7:00:00",29.248,29.21,29.263,29.263
"19.07.2001 7:00:00",29.271,29.24,29.295,29.288
"20.07.2001 7:00:00",29.295,29.2205,29.3,29.282
"23.07.2001 7:00:00",29.28,29.28,29.289,29.284
"24.07.2001 7:00:00",29.293,29.289,29.293,29.289
"25.07.2001 7:00:00",29.3,29.253,29.3,29.26
"26.07.2001 7:00:00",29.264,29.243,29.264,29.264
"27.07.2001 7:00:00",29.281,29.281,29.288,29.285
"30.07.2001 7:00:00",29.286,29.286,29.319,29.312
