Data,First,Min,Max,Last
"30.12.2019 7:00:00",62.0275,61.8425,62.085,61.86
"30.12.2019 8:00:00",61.855,61.67,61.86,61.7925
"30.12.2019 9:00:00",61.78,61.645,61.8075,61.7675
"30.12.2019 10:00:00",61.765,61.7075,61.84,61.73
"30.12.2019 11:00:00",61.7275,61.7175,61.915,61.8925
"30.12.2019 12:00:00",61.8925,61.795,61.8975,61.8525
"30.12.2019 13:00:00",61.85,61.85,61.98,61.9525
"30.12.2019 14:00:00",61.95,61.87,62.0325,61.9275
"30.12.2019 15:00:00",61.93,61.8525,61.9975,61.99
"30.12.2019 16:00:00",61.9775,61.9475,61.9975,61.9875
"30.12.2019 17:00:00",61.9975,61.95,62.01,61.9925
"30.12.2019 18:00:00",61.99,61.97,62.01,61.99
"30.12.2019 19:00:00",61.9975,61.99,62.0275,62
"30.12.2019 20:00:00",62,61.9775,62.02,61.985
